col_0,col_1,col_2,col_3,col_4,col_5,col_6,suggested_move
bbbbbb,xbbbbb,xxxoxo,obbbbb,oooxxb,obbbbb,xbbbbb,4
bbbbbb,xbbbbb,xxxoxo,obbbbb,oooxxo,oxbbbb,xbbbbb,1
bbbbbb,xoxbbb,xxxoxo,obbbbb,oooxxo,oxbbbb,xbbbbb,1
bbbbbb,xoxoxb,xxxoxo,obbbbb,oooxxo,oxbbbb,xbbbbb,6
xbbbbb,xoxoxb,xxxoxo,obbbbb,oooxxo,oxbbbb,xobbbb,5
xbbbbb,xoxoxb,xxxoxo,obbbbb,oooxxo,oxoxbb,xobbbb,1
xxbbbb,xoxoxo,xxxoxo,obbbbb,oooxxo,oxoxbb,xobbbb,0
xxoxbb,xoxoxo,xxxoxo,obbbbb,oooxxo,oxoxbb,xobbbb,6
xxoxbb,xoxoxo,xxxoxo,obbbbb,oooxxo,oxoxbb,xooxbb,6
xxoxbb,xoxoxo,xxxoxo,obbbbb,oooxxo,oxoxbb,xooxox,5
xxoxbb,xoxoxo,xxxoxo,obbbbb,oooxxo,oxoxox,xooxox,0
xxoxox,xoxoxo,xxxoxo,obbbbb,oooxxo,oxoxox,xooxox,3
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,5
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xoxbbb,bbbbbb,3
bbbbbb,bbbbbb,bbbbbb,obbbbb,xbbbbb,xoxbbb,bbbbbb,5
bbbbbb,bbbbbb,bbbbbb,oxbbbb,xbbbbb,xoxobb,bbbbbb,5
bbbbbb,bbbbbb,bbbbbb,oxbbbb,xxbbbb,xoxoob,bbbbbb,5
bbbbbb,bbbbbb,bbbbbb,oxbbbb,xxxbbb,xoxooo,bbbbbb,4
bbbbbb,bbbbbb,bbbbbb,oxbbbb,xxxoxb,xoxooo,bbbbbb,3
bbbbbb,bbbbbb,bbbbbb,oxobbb,xxxoxx,xoxooo,bbbbbb,3
bbbbbb,xbbbbb,bbbbbb,oxoobb,xxxoxx,xoxooo,bbbbbb,3
bbbbbb,xbbbbb,bbbbbb,oxooox,xxxoxx,xoxooo,bbbbbb,1
xbbbbb,xobbbb,bbbbbb,oxooox,xxxoxx,xoxooo,bbbbbb,6
xbbbbb,xoxbbb,bbbbbb,oxooox,xxxoxx,xoxooo,obbbbb,6
xbbbbb,xoxxbb,bbbbbb,oxooox,xxxoxx,xoxooo,oobbbb,1
xxbbbb,xoxxob,bbbbbb,oxooox,xxxoxx,xoxooo,oobbbb,1
xxxbbb,xoxxoo,bbbbbb,oxooox,xxxoxx,xoxooo,oobbbb,0
xxxoxb,xoxxoo,bbbbbb,oxooox,xxxoxx,xoxooo,oobbbb,0
xxxoxo,xoxxoo,bbbbbb,oxooox,xxxoxx,xoxooo,ooxbbb,6
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,4
bbbbbb,bbbbbb,xbbbbb,bbbbbb,obbbbb,xbbbbb,bbbbbb,6
bbbbbb,bbbbbb,xbbbbb,xbbbbb,obbbbb,xbbbbb,obbbbb,0
obbbbb,bbbbbb,xbbbbb,xbbbbb,obbbbb,xxbbbb,obbbbb,1
obbbbb,obbbbb,xbbbbb,xbbbbb,obbbbb,xxxbbb,obbbbb,5
obbbbb,obbbbb,xbbbbb,xbbbbb,obbbbb,xxxoxb,obbbbb,5
obbbbb,oxbbbb,xbbbbb,xbbbbb,obbbbb,xxxoxo,obbbbb,6
obbbbb,oxbbbb,xbbbbb,xbbbbb,oxbbbb,xxxoxo,oobbbb,0
oobbbb,oxbbbb,xbbbbb,xxbbbb,oxbbbb,xxxoxo,oobbbb,2
oobbbb,oxbbbb,xobbbb,xxxbbb,oxbbbb,xxxoxo,oobbbb,3
oobbbb,oxbbbb,xobbbb,xxxobb,oxxbbb,xxxoxo,oobbbb,4
bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,4
bbbbbb,xbbbbb,xbbbbb,bbbbbb,obbbbb,bbbbbb,bbbbbb,4
xbbbbb,xbbbbb,xbbbbb,bbbbbb,oobbbb,bbbbbb,bbbbbb,3
xbbbbb,xbbbbb,xbbbbb,obbbbb,oobbbb,xbbbbb,bbbbbb,4
xbbbbb,xbbbbb,xbbbbb,obbbbb,oooxbb,xbbbbb,bbbbbb,4
xbbbbb,xxbbbb,xbbbbb,obbbbb,oooxob,xbbbbb,bbbbbb,4
xbbbbb,xxxbbb,xbbbbb,obbbbb,oooxoo,xbbbbb,bbbbbb,1
xbbbbb,xxxoxb,xbbbbb,obbbbb,oooxoo,xbbbbb,bbbbbb,3
xbbbbb,xxxoxb,xbbbbb,oobbbb,oooxoo,xxbbbb,bbbbbb,3
xbbbbb,xxxoxb,xbbbbb,oooxbb,oooxoo,xxbbbb,bbbbbb,0
xobbbb,xxxoxb,xbbbbb,oooxbb,oooxoo,xxxbbb,bbbbbb,5
xobbbb,xxxoxb,xbbbbb,oooxxb,oooxoo,xxxobb,bbbbbb,3
xobbbb,xxxoxb,xbbbbb,oooxxo,oooxoo,xxxoxb,bbbbbb,0
xoobbb,xxxoxx,xbbbbb,oooxxo,oooxoo,xxxoxb,bbbbbb,0
xoooxb,xxxoxx,xbbbbb,oooxxo,oooxoo,xxxoxb,bbbbbb,5
xoooxx,xxxoxx,xbbbbb,oooxxo,oooxoo,xxxoxo,bbbbbb,6
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,0
obbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,xbbbbb,4
obbbbb,bbbbbb,bbbbbb,xbbbbb,xobbbb,bbbbbb,xbbbbb,5
obbbbb,bbbbbb,xbbbbb,xbbbbb,xobbbb,obbbbb,xbbbbb,1
obbbbb,obbbbb,xbbbbb,xbbbbb,xobbbb,obbbbb,xxbbbb,6
oxbbbb,obbbbb,xbbbbb,xbbbbb,xobbbb,obbbbb,xxobbb,6
oxbbbb,obbbbb,xbbbbb,xbbbbb,xobbbb,obbbbb,xxooxb,6
oxxbbb,obbbbb,xbbbbb,xbbbbb,xobbbb,obbbbb,xxooxo,0
oxxoxb,obbbbb,xbbbbb,xbbbbb,xobbbb,obbbbb,xxooxo,0
oxxoxo,oxbbbb,xbbbbb,xbbbbb,xobbbb,obbbbb,xxooxo,3
oxxoxo,oxbbbb,xbbbbb,xobbbb,xobbbb,oxbbbb,xxooxo,1
oxxoxo,oxobbb,xbbbbb,xobbbb,xoxbbb,oxbbbb,xxooxo,4
oxxoxo,oxobbb,xbbbbb,xobbbb,xoxoxb,oxbbbb,xxooxo,5
oxxoxo,oxobbb,xxbbbb,xobbbb,xoxoxb,oxobbb,xxooxo,5
oxxoxo,oxobbb,xxbbbb,xobbbb,xoxoxb,oxooxb,xxooxo,5
oxxoxo,oxoxbb,xxbbbb,xobbbb,xoxoxb,oxooxo,xxooxo,4
oxxoxo,oxoxbb,xxxbbb,xobbbb,xoxoxo,oxooxo,xxooxo,2
oxxoxo,oxoxxb,xxxobb,xobbbb,xoxoxo,oxooxo,xxooxo,3
bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,0
obbbbb,xbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,3
obbbbb,xbbbbb,xxbbbb,obbbbb,bbbbbb,bbbbbb,bbbbbb,1
oxbbbb,xobbbb,xxbbbb,obbbbb,bbbbbb,bbbbbb,bbbbbb,4
oxbbbb,xobbbb,xxxbbb,obbbbb,obbbbb,bbbbbb,bbbbbb,2
oxxbbb,xobbbb,xxxobb,obbbbb,obbbbb,bbbbbb,bbbbbb,6
oxxxbb,xobbbb,xxxobb,obbbbb,obbbbb,bbbbbb,obbbbb,5
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,6
bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,xbbbbb,obbbbb,4
bbbbbb,bbbbbb,bbbbbb,xbbbbb,obbbbb,xbbbbb,oxbbbb,6
xbbbbb,bbbbbb,bbbbbb,xbbbbb,obbbbb,xbbbbb,oxobbb,0
xobbbb,bbbbbb,xbbbbb,xbbbbb,obbbbb,xbbbbb,oxobbb,1
xobbbb,obbbbb,xbbbbb,xbbbbb,obbbbb,xxbbbb,oxobbb,2
xobbbb,obbbbb,xobbbb,xxbbbb,obbbbb,xxbbbb,oxobbb,4
xobbbb,obbbbb,xobbbb,xxbbbb,oobbbb,xxxbbb,oxobbb,5
xobbbb,obbbbb,xobbbb,xxxbbb,oobbbb,xxxobb,oxobbb,3
xobbbb,obbbbb,xobbbb,xxxobb,ooxbbb,xxxobb,oxobbb,2
xobbbb,obbbbb,xoobbb,xxxobb,ooxxbb,xxxobb,oxobbb,3
xobbbb,obbbbb,xoobbb,xxxoob,ooxxxb,xxxobb,oxobbb,4
xobbbb,obbbbb,xoobbb,xxxoob,ooxxxo,xxxoxb,oxobbb,2
xobbbb,obbbbb,xoooxb,xxxoob,ooxxxo,xxxoxb,oxobbb,5
xobbbb,obbbbb,xoooxb,xxxoox,ooxxxo,xxxoxo,oxobbb,0
xooxbb,obbbbb,xoooxb,xxxoox,ooxxxo,xxxoxo,oxobbb,2
xooxbb,obbbbb,xoooxo,xxxoox,ooxxxo,xxxoxo,oxoxbb,0
xooxox,obbbbb,xoooxo,xxxoox,ooxxxo,xxxoxo,oxoxbb,1
xooxox,ooxbbb,xoooxo,xxxoox,ooxxxo,xxxoxo,oxoxbb,1
xooxox,ooxoxb,xoooxo,xxxoox,ooxxxo,xxxoxo,oxoxbb,1
xooxox,ooxoxo,xoooxo,xxxoox,ooxxxo,xxxoxo,oxoxxb,6
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,3
bbbbbb,bbbbbb,xbbbbb,obbbbb,bbbbbb,bbbbbb,xbbbbb,0
obbbbb,xbbbbb,xbbbbb,obbbbb,bbbbbb,bbbbbb,xbbbbb,3
obbbbb,xxbbbb,xbbbbb,oobbbb,bbbbbb,bbbbbb,xbbbbb,3
obbbbb,xxbbbb,xbbbbb,oooxbb,bbbbbb,bbbbbb,xbbbbb,3
obbbbb,xxxbbb,xbbbbb,oooxob,bbbbbb,bbbbbb,xbbbbb,1
obbbbb,xxxobb,xbbbbb,oooxox,bbbbbb,bbbbbb,xbbbbb,4
obbbbb,xxxobb,xbbbbb,oooxox,oxbbbb,bbbbbb,xbbbbb,2
obbbbb,xxxobb,xoxbbb,oooxox,oxbbbb,bbbbbb,xbbbbb,1
obbbbb,xxxoob,xoxbbb,oooxox,oxxbbb,bbbbbb,xbbbbb,2
obbbbb,xxxoob,xoxobb,oooxox,oxxbbb,xbbbbb,xbbbbb,5
obbbbb,xxxoob,xoxoxb,oooxox,oxxbbb,xobbbb,xbbbbb,1
obbbbb,xxxooo,xoxoxx,oooxox,oxxbbb,xobbbb,xbbbbb,0
ooxbbb,xxxooo,xoxoxx,oooxox,oxxbbb,xobbbb,xbbbbb,0
ooxobb,xxxooo,xoxoxx,oooxox,oxxbbb,xobbbb,xxbbbb,5
ooxobb,xxxooo,xoxoxx,oooxox,oxxxbb,xoobbb,xxbbbb,4
ooxobb,xxxooo,xoxoxx,oooxox,oxxxob,xoobbb,xxxbbb,6
ooxobb,xxxooo,xoxoxx,oooxox,oxxxob,xooxbb,xxxobb,0
ooxoob,xxxooo,xoxoxx,oooxox,oxxxob,xooxbb,xxxoxb,0
xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,4
xbbbbb,bbbbbb,xbbbbb,bbbbbb,obbbbb,bbbbbb,bbbbbb,0
xobbbb,bbbbbb,xbbbbb,xbbbbb,obbbbb,bbbbbb,bbbbbb,1
xobbbb,oxbbbb,xbbbbb,xbbbbb,obbbbb,bbbbbb,bbbbbb,5
xobbbb,oxxbbb,xbbbbb,xbbbbb,obbbbb,obbbbb,bbbbbb,1
xobbbb,oxxobb,xbbbbb,xbbbbb,obbbbb,oxbbbb,bbbbbb,3
xobbbb,oxxoxb,xbbbbb,xobbbb,obbbbb,oxbbbb,bbbbbb,2
xobbbb,oxxoxb,xoxbbb,xobbbb,obbbbb,oxbbbb,bbbbbb,0
xoobbb,oxxoxb,xoxbbb,xoxbbb,obbbbb,oxbbbb,bbbbbb,3
xoobbb,oxxoxb,xoxbbb,xoxobb,oxbbbb,oxbbbb,bbbbbb,4
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,3
bbbbbb,bbbbbb,bbbbbb,obbbbb,xbbbbb,xbbbbb,bbbbbb,5
bbbbbb,bbbbbb,bbbbbb,obbbbb,xbbbbb,xoxbbb,bbbbbb,0
obbbbb,bbbbbb,bbbbbb,oxbbbb,xbbbbb,xoxbbb,bbbbbb,1
obbbbb,obbbbb,xbbbbb,oxbbbb,xbbbbb,xoxbbb,bbbbbb,5
obbbbb,obbbbb,xbbbbb,oxbbbb,xbbbbb,xoxoxb,bbbbbb,5
obbbbb,obbbbb,xbbbbb,oxbbbb,xxbbbb,xoxoxo,bbbbbb,0
oobbbb,obbbbb,xxbbbb,oxbbbb,xxbbbb,xoxoxo,bbbbbb,1
oobbbb,oobbbb,xxxbbb,oxbbbb,xxbbbb,xoxoxo,bbbbbb,2
oobbbb,oobbbb,xxxobb,oxbbbb,xxxbbb,xoxoxo,bbbbbb,3
xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,0
xobbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,4
xobbbb,xbbbbb,xbbbbb,bbbbbb,obbbbb,bbbbbb,bbbbbb,3
xobbbb,xbbbbb,xbbbbb,oxbbbb,obbbbb,bbbbbb,bbbbbb,6
xobbbb,xbbbbb,xbbbbb,oxbbbb,obbbbb,xbbbbb,obbbbb,0
xooxbb,xbbbbb,xbbbbb,oxbbbb,obbbbb,xbbbbb,obbbbb,0
xooxob,xbbbbb,xbbbbb,oxbbbb,obbbbb,xbbbbb,oxbbbb,0
xooxoo,xbbbbb,xbbbbb,oxbbbb,oxbbbb,xbbbbb,oxbbbb,5
xooxoo,xbbbbb,xxbbbb,oxbbbb,oxbbbb,xobbbb,oxbbbb,1
xooxoo,xobbbb,xxxbbb,oxbbbb,oxbbbb,xobbbb,oxbbbb,2
xooxoo,xobbbb,xxxobb,oxbbbb,oxxbbb,xobbbb,oxbbbb,3
xooxoo,xobbbb,xxxobb,oxobbb,oxxxbb,xobbbb,oxbbbb,4
xooxoo,xobbbb,xxxobb,oxobbb,oxxxob,xoxbbb,oxbbbb,5
xooxoo,xobbbb,xxxobb,oxobbb,oxxxob,xoxoxb,oxbbbb,1
xooxoo,xoobbb,xxxobb,oxobbb,oxxxox,xoxoxb,oxbbbb,2
xooxoo,xoobbb,xxxoob,oxobbb,oxxxox,xoxoxb,oxxbbb,6
xooxoo,xoobbb,xxxoob,oxobbb,oxxxox,xoxoxb,oxxoxb,5
xooxoo,xoobbb,xxxoob,oxobbb,oxxxox,xoxoxo,oxxoxx,2
xooxoo,xooxbb,xxxooo,oxobbb,oxxxox,xoxoxo,oxxoxx,1
bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,6
bbbbbb,xbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,obbbbb,0
obbbbb,xbbbbb,bbbbbb,xxbbbb,bbbbbb,bbbbbb,obbbbb,2
obbbbb,xbbbbb,obbbbb,xxxbbb,bbbbbb,bbbbbb,obbbbb,3
obbbbb,xbbbbb,obbbbb,xxxoxb,bbbbbb,bbbbbb,obbbbb,1
oxbbbb,xobbbb,obbbbb,xxxoxb,bbbbbb,bbbbbb,obbbbb,2
oxbbbb,xobbbb,ooxbbb,xxxoxb,bbbbbb,bbbbbb,obbbbb,1
oxbbbb,xooxbb,ooxbbb,xxxoxb,bbbbbb,bbbbbb,obbbbb,4
oxxbbb,xooxbb,ooxbbb,xxxoxb,obbbbb,bbbbbb,obbbbb,3
oxxxbb,xooxbb,ooxbbb,xxxoxo,obbbbb,bbbbbb,obbbbb,0
oxxxox,xooxbb,ooxbbb,xxxoxo,obbbbb,bbbbbb,obbbbb,1
oxxxox,xooxob,ooxbbb,xxxoxo,oxbbbb,bbbbbb,obbbbb,2
oxxxox,xooxob,ooxobb,xxxoxo,oxbbbb,bbbbbb,oxbbbb,4
oxxxox,xooxob,ooxoxb,xxxoxo,oxobbb,bbbbbb,oxbbbb,4
oxxxox,xooxob,ooxoxb,xxxoxo,oxooxb,bbbbbb,oxbbbb,1
oxxxox,xooxoo,ooxoxb,xxxoxo,oxooxb,bbbbbb,oxxbbb,4
oxxxox,xooxoo,ooxoxx,xxxoxo,oxooxo,bbbbbb,oxxbbb,6
oxxxox,xooxoo,ooxoxx,xxxoxo,oxooxo,bbbbbb,oxxoxb,6
oxxxox,xooxoo,ooxoxx,xxxoxo,oxooxo,xbbbbb,oxxoxo,5
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,3
bbbbbb,bbbbbb,bbbbbb,obbbbb,xbbbbb,xbbbbb,bbbbbb,0
obbbbb,bbbbbb,bbbbbb,obbbbb,xbbbbb,xbbbbb,xbbbbb,2
obbbbb,xbbbbb,obbbbb,obbbbb,xbbbbb,xbbbbb,xbbbbb,6
obbbbb,xbbbbb,obbbbb,obbbbb,xxbbbb,xbbbbb,xobbbb,4
oxbbbb,xbbbbb,obbbbb,obbbbb,xxobbb,xbbbbb,xobbbb,4
oxbbbb,xbbbbb,obbbbb,obbbbb,xxoobb,xxbbbb,xobbbb,4
oxbbbb,xbbbbb,obbbbb,obbbbb,xxooox,xxbbbb,xobbbb,3
oxbbbb,xbbbbb,obbbbb,ooxbbb,xxooox,xxbbbb,xobbbb,5
oxbbbb,xbbbbb,obbbbb,ooxbbb,xxooox,xxoxbb,xobbbb,3
oxbbbb,xbbbbb,obbbbb,ooxoxb,xxooox,xxoxbb,xobbbb,1
oxbbbb,xobbbb,obbbbb,ooxoxx,xxooox,xxoxbb,xobbbb,5
oxbbbb,xobbbb,obbbbb,ooxoxx,xxooox,xxoxob,xoxbbb,1
oxbbbb,xooxbb,obbbbb,ooxoxx,xxooox,xxoxob,xoxbbb,5
oxbbbb,xooxbb,obbbbb,ooxoxx,xxooox,xxoxoo,xoxxbb,6
oxbbbb,xooxxb,obbbbb,ooxoxx,xxooox,xxoxoo,xoxxob,6
oxxbbb,xooxxb,obbbbb,ooxoxx,xxooox,xxoxoo,xoxxoo,2
oxxxbb,xooxxb,oobbbb,ooxoxx,xxooox,xxoxoo,xoxxoo,2
bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,4
bbbbbb,xbbbbb,bbbbbb,bbbbbb,oxbbbb,bbbbbb,bbbbbb,1
bbbbbb,xobbbb,bbbbbb,bbbbbb,oxbbbb,xbbbbb,bbbbbb,4
bbbbbb,xoxbbb,bbbbbb,bbbbbb,oxobbb,xbbbbb,bbbbbb,1
bbbbbb,xoxobb,bbbbbb,bbbbbb,oxoxbb,xbbbbb,bbbbbb,1
bbbbbb,xoxoob,bbbbbb,bbbbbb,oxoxbb,xbbbbb,xbbbbb,1
bbbbbb,xoxooo,bbbbbb,bbbbbb,oxoxxb,xbbbbb,xbbbbb,4
xbbbbb,xoxooo,bbbbbb,bbbbbb,oxoxxo,xbbbbb,xbbbbb,3
xbbbbb,xoxooo,bbbbbb,obbbbb,oxoxxo,xxbbbb,xbbbbb,3
xbbbbb,xoxooo,bbbbbb,ooxbbb,oxoxxo,xxbbbb,xbbbbb,0
xoxbbb,xoxooo,bbbbbb,ooxbbb,oxoxxo,xxbbbb,xbbbbb,0
xoxoxb,xoxooo,bbbbbb,ooxbbb,oxoxxo,xxbbbb,xbbbbb,6
xoxoxx,xoxooo,bbbbbb,ooxbbb,oxoxxo,xxbbbb,xobbbb,6
xoxoxx,xoxooo,bbbbbb,ooxxbb,oxoxxo,xxbbbb,xoobbb,3
xoxoxx,xoxooo,bbbbbb,ooxxob,oxoxxo,xxbbbb,xooxbb,6
xoxoxx,xoxooo,bbbbbb,ooxxob,oxoxxo,xxbbbb,xooxox,3
xoxoxx,xoxooo,xbbbbb,ooxxoo,oxoxxo,xxbbbb,xooxox,2
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,3
bbbbbb,bbbbbb,xbbbbb,obbbbb,bbbbbb,bbbbbb,xbbbbb,2
bbbbbb,bbbbbb,xobbbb,oxbbbb,bbbbbb,bbbbbb,xbbbbb,3
bbbbbb,bbbbbb,xobbbb,oxobbb,bbbbbb,xbbbbb,xbbbbb,4
xbbbbb,bbbbbb,xobbbb,oxobbb,obbbbb,xbbbbb,xbbbbb,3
xbbbbb,bbbbbb,xobbbb,oxoobb,obbbbb,xbbbbb,xxbbbb,3
xbbbbb,bbbbbb,xobbbb,oxooox,obbbbb,xbbbbb,xxbbbb,1
xbbbbb,obbbbb,xobbbb,oxooox,oxbbbb,xbbbbb,xxbbbb,5
xbbbbb,obbbbb,xobbbb,oxooox,oxbbbb,xobbbb,xxxbbb,6
xxbbbb,obbbbb,xobbbb,oxooox,oxbbbb,xobbbb,xxxobb,4
xxbbbb,obbbbb,xobbbb,oxooox,oxoxbb,xobbbb,xxxobb,2
xxbbbb,obbbbb,xoobbb,oxooox,oxoxbb,xoxbbb,xxxobb,1
xxbbbb,ooxbbb,xoobbb,oxooox,oxoxbb,xoxbbb,xxxobb,4
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,2
bbbbbb,bbbbbb,oxbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,4
bbbbbb,bbbbbb,oxbbbb,xbbbbb,obbbbb,xbbbbb,bbbbbb,2
xbbbbb,bbbbbb,oxobbb,xbbbbb,obbbbb,xbbbbb,bbbbbb,2
xbbbbb,bbbbbb,oxoobb,xbbbbb,obbbbb,xxbbbb,bbbbbb,2
xbbbbb,bbbbbb,oxooox,xbbbbb,obbbbb,xxbbbb,bbbbbb,0
xobbbb,bbbbbb,oxooox,xbbbbb,oxbbbb,xxbbbb,bbbbbb,3
xobbbb,xbbbbb,oxooox,xobbbb,oxbbbb,xxbbbb,bbbbbb,1
xobbbb,xobbbb,oxooox,xoxbbb,oxbbbb,xxbbbb,bbbbbb,1
xobbbb,xooxbb,oxooox,xoxbbb,oxbbbb,xxbbbb,bbbbbb,3
xobbbb,xooxbb,oxooox,xoxoxb,oxbbbb,xxbbbb,bbbbbb,3
xobbbb,xooxbb,oxooox,xoxoxo,oxbbbb,xxbbbb,xbbbbb,1
xobbbb,xooxox,oxooox,xoxoxo,oxbbbb,xxbbbb,xbbbbb,5
xobbbb,xooxox,oxooox,xoxoxo,oxbbbb,xxoxbb,xbbbbb,0
xooxbb,xooxox,oxooox,xoxoxo,oxbbbb,xxoxbb,xbbbbb,6
xooxxb,xooxox,oxooox,xoxoxo,oxbbbb,xxoxbb,xobbbb,5
xooxxb,xooxox,oxooox,xoxoxo,oxbbbb,xxoxob,xoxbbb,5
xooxxb,xooxox,oxooox,xoxoxo,oxxbbb,xxoxoo,xoxbbb,4
xooxxb,xooxox,oxooox,xoxoxo,oxxoxb,xxoxoo,xoxbbb,0
xooxxo,xooxox,oxooox,xoxoxo,oxxoxb,xxoxoo,xoxxbb,4
xooxxo,xooxox,oxooox,xoxoxo,oxxoxo,xxoxoo,xoxxxb,6
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,0
obbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,xbbbbb,bbbbbb,2
obbbbb,bbbbbb,obbbbb,xbbbbb,xbbbbb,xbbbbb,bbbbbb,6
obbbbb,bbbbbb,obbbbb,xxbbbb,xbbbbb,xbbbbb,obbbbb,5
obbbbb,bbbbbb,obbbbb,xxxbbb,xbbbbb,xobbbb,obbbbb,3
obbbbb,bbbbbb,obbbbb,xxxoxb,xbbbbb,xobbbb,obbbbb,4
obbbbb,bbbbbb,obbbbb,xxxoxb,xoxbbb,xobbbb,obbbbb,3
obbbbb,bbbbbb,obbbbb,xxxoxo,xoxbbb,xoxbbb,obbbbb,4
obbbbb,bbbbbb,oxbbbb,xxxoxo,xoxobb,xoxbbb,obbbbb,2
obbbbb,bbbbbb,oxobbb,xxxoxo,xoxobb,xoxbbb,oxbbbb,6
obbbbb,bbbbbb,oxobbb,xxxoxo,xoxobb,xoxxbb,oxobbb,4
oxbbbb,bbbbbb,oxobbb,xxxoxo,xoxoob,xoxxbb,oxobbb,4
oxbbbb,bbbbbb,oxoxbb,xxxoxo,xoxooo,xoxxbb,oxobbb,0
oxobbb,bbbbbb,oxoxxb,xxxoxo,xoxooo,xoxxbb,oxobbb,0
oxoobb,bbbbbb,oxoxxx,xxxoxo,xoxooo,xoxxbb,oxobbb,5
oxoobb,bbbbbb,oxoxxx,xxxoxo,xoxooo,xoxxox,oxobbb,0
oxooox,bbbbbb,oxoxxx,xxxoxo,xoxooo,xoxxox,oxobbb,6
xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,6
xbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,obbbbb,3
xbbbbb,bbbbbb,xbbbbb,xobbbb,bbbbbb,bbbbbb,obbbbb,1
xbbbbb,obbbbb,xbbbbb,xobbbb,xbbbbb,bbbbbb,obbbbb,5
xbbbbb,obbbbb,xxbbbb,xobbbb,xbbbbb,obbbbb,obbbbb,3
xbbbbb,obbbbb,xxxbbb,xoobbb,xbbbbb,obbbbb,obbbbb,2
xbbbbb,obbbbb,xxxobb,xoobbb,xxbbbb,obbbbb,obbbbb,3
xbbbbb,obbbbb,xxxobb,xoooxb,xxbbbb,obbbbb,obbbbb,4
xbbbbb,obbbbb,xxxobb,xoooxb,xxobbb,oxbbbb,obbbbb,4
xbbbbb,obbbbb,xxxobb,xoooxx,xxoobb,oxbbbb,obbbbb,4
xbbbbb,obbbbb,xxxobb,xoooxx,xxooox,oxbbbb,obbbbb,5
xbbbbb,obbbbb,xxxobb,xoooxx,xxooox,oxoxbb,obbbbb,1
xbbbbb,oobbbb,xxxoxb,xoooxx,xxooox,oxoxbb,obbbbb,5
xbbbbb,oobbbb,xxxoxx,xoooxx,xxooox,oxoxob,obbbbb,5
xxbbbb,oobbbb,xxxoxx,xoooxx,xxooox,oxoxoo,obbbbb,6
xxbbbb,oobbbb,xxxoxx,xoooxx,xxooox,oxoxoo,ooxbbb,6
xxxbbb,oobbbb,xxxoxx,xoooxx,xxooox,oxoxoo,ooxobb,0
xxxoxb,oobbbb,xxxoxx,xoooxx,xxooox,oxoxoo,ooxobb,0
xxxoxo,oobbbb,xxxoxx,xoooxx,xxooox,oxoxoo,ooxoxb,6
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,3
bbbbbb,bbbbbb,xbbbbb,obbbbb,bbbbbb,xbbbbb,bbbbbb,2
bbbbbb,bbbbbb,xobbbb,obbbbb,bbbbbb,xbbbbb,xbbbbb,3
bbbbbb,bbbbbb,xobbbb,oobbbb,bbbbbb,xbbbbb,xxbbbb,3
bbbbbb,bbbbbb,xobbbb,oooxbb,bbbbbb,xbbbbb,xxbbbb,5
bbbbbb,bbbbbb,xobbbb,oooxbb,bbbbbb,xobbbb,xxxbbb,6
bbbbbb,bbbbbb,xobbbb,oooxbb,bbbbbb,xobbbb,xxxoxb,4
