col_0,col_1,col_2,col_3,col_4,col_5,col_6,suggested_move
xbbbbb,xxxobb,xoxbbb,oxxbbb,xxoobb,oooxoo,bbbbbb,3
xbbbbb,xxxobb,xoxbbb,oxxobb,xxoobb,oooxoo,xbbbbb,2
bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,5
bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,obbbbb,xbbbbb,1
bbbbbb,xobbbb,bbbbbb,xbbbbb,bbbbbb,obbbbb,xbbbbb,5
bbbbbb,xobbbb,xbbbbb,xbbbbb,bbbbbb,oobbbb,xbbbbb,4
bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,6
xbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,obbbbb,1
xbbbbb,xobbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,obbbbb,2
xbbbbb,xoxbbb,obbbbb,xbbbbb,bbbbbb,bbbbbb,obbbbb,6
xbbbbb,xoxbbb,obbbbb,xbbbbb,bbbbbb,bbbbbb,ooxbbb,6
xbbbbb,xoxbbb,obbbbb,xbbbbb,bbbbbb,xbbbbb,ooxobb,6
xbbbbb,xoxbbb,obbbbb,xbbbbb,bbbbbb,xxbbbb,ooxoob,6
xbbbbb,xoxbbb,obbbbb,xbbbbb,bbbbbb,xxxbbb,ooxooo,5
xbbbbb,xoxbbb,obbbbb,xbbbbb,bbbbbb,xxxoxb,ooxooo,5
xbbbbb,xoxxbb,obbbbb,xbbbbb,bbbbbb,xxxoxo,ooxooo,1
xxbbbb,xoxxob,obbbbb,xbbbbb,bbbbbb,xxxoxo,ooxooo,4
xxxbbb,xoxxob,obbbbb,xbbbbb,obbbbb,xxxoxo,ooxooo,0
xxxoxb,xoxxob,obbbbb,xbbbbb,obbbbb,xxxoxo,ooxooo,4
xxxoxb,xoxxob,obbbbb,xbbbbb,ooxbbb,xxxoxo,ooxooo,4
xxxoxx,xoxxob,obbbbb,xbbbbb,ooxobb,xxxoxo,ooxooo,4
xxxoxx,xoxxob,obbbbb,xbbbbb,ooxoox,xxxoxo,ooxooo,2
xxxoxx,xoxxob,oobbbb,xxbbbb,ooxoox,xxxoxo,ooxooo,2
bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,2
bbbbbb,bbbbbb,obbbbb,xxbbbb,bbbbbb,bbbbbb,bbbbbb,1
bbbbbb,obbbbb,obbbbb,xxxbbb,bbbbbb,bbbbbb,bbbbbb,3
bbbbbb,oxbbbb,obbbbb,xxxobb,bbbbbb,bbbbbb,bbbbbb,3
bbbbbb,oxbbbb,oxbbbb,xxxoob,bbbbbb,bbbbbb,bbbbbb,3
xbbbbb,oxbbbb,oxbbbb,xxxooo,bbbbbb,bbbbbb,bbbbbb,0
xobbbb,oxbbbb,oxbbbb,xxxooo,xbbbbb,bbbbbb,bbbbbb,4
xobbbb,oxbbbb,oxbbbb,xxxooo,xobbbb,bbbbbb,xbbbbb,5
xobbbb,oxbbbb,oxxbbb,xxxooo,xobbbb,obbbbb,xbbbbb,4
xobbbb,oxxbbb,oxxbbb,xxxooo,xoobbb,obbbbb,xbbbbb,1
xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,4
xbbbbb,xbbbbb,bbbbbb,bbbbbb,obbbbb,bbbbbb,bbbbbb,5
xbbbbb,xbbbbb,xbbbbb,bbbbbb,obbbbb,obbbbb,bbbbbb,3
xbbbbb,xbbbbb,xbbbbb,obbbbb,obbbbb,obbbbb,xbbbbb,0
xoxbbb,xbbbbb,xbbbbb,obbbbb,obbbbb,obbbbb,xbbbbb,0
xoxoxb,xbbbbb,xbbbbb,obbbbb,obbbbb,obbbbb,xbbbbb,2
xoxoxb,xbbbbb,xobbbb,obbbbb,obbbbb,obbbbb,xxbbbb,1
xoxoxb,xobbbb,xobbbb,oxbbbb,obbbbb,obbbbb,xxbbbb,1
bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,5
bbbbbb,xbbbbb,xbbbbb,bbbbbb,bbbbbb,obbbbb,bbbbbb,4
bbbbbb,xbbbbb,xbbbbb,xbbbbb,obbbbb,obbbbb,bbbbbb,0
oxbbbb,xbbbbb,xbbbbb,xbbbbb,obbbbb,obbbbb,bbbbbb,3
oxbbbb,xbbbbb,xbbbbb,xobbbb,oxbbbb,obbbbb,bbbbbb,5
oxbbbb,xbbbbb,xbbbbb,xobbbb,oxbbbb,ooxbbb,bbbbbb,4
oxbbbb,xbbbbb,xbbbbb,xobbbb,oxoxbb,ooxbbb,bbbbbb,6
oxbbbb,xbbbbb,xxbbbb,xobbbb,oxoxbb,ooxbbb,obbbbb,3
oxbbbb,xbbbbb,xxbbbb,xooxbb,oxoxbb,ooxbbb,obbbbb,2
oxbbbb,xbbbbb,xxobbb,xooxxb,oxoxbb,ooxbbb,obbbbb,6
oxbbbb,xbbbbb,xxoxbb,xooxxb,oxoxbb,ooxbbb,oobbbb,5
oxbbbb,xbbbbb,xxoxxb,xooxxb,oxoxbb,ooxobb,oobbbb,2
oxbbbb,xbbbbb,xxoxxo,xooxxb,oxoxxb,ooxobb,oobbbb,5
oxbbbb,xbbbbb,xxoxxo,xooxxb,oxoxxb,ooxoox,oobbbb,0
oxobbb,xbbbbb,xxoxxo,xooxxx,oxoxxb,ooxoox,oobbbb,0
oxoobb,xbbbbb,xxoxxo,xooxxx,oxoxxx,ooxoox,oobbbb,0
oxooox,xbbbbb,xxoxxo,xooxxx,oxoxxx,ooxoox,oobbbb,1
bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,5
bbbbbb,xbbbbb,bbbbbb,bbbbbb,xbbbbb,obbbbb,bbbbbb,1
bbbbbb,xobbbb,bbbbbb,xbbbbb,xbbbbb,obbbbb,bbbbbb,2
bbbbbb,xobbbb,obbbbb,xbbbbb,xxbbbb,obbbbb,bbbbbb,5
bbbbbb,xobbbb,obbbbb,xbbbbb,xxxbbb,oobbbb,bbbbbb,4
bbbbbb,xobbbb,obbbbb,xbbbbb,xxxoxb,oobbbb,bbbbbb,5
bbbbbb,xobbbb,obbbbb,xbbbbb,xxxoxb,oooxbb,bbbbbb,4
bbbbbb,xobbbb,obbbbb,xbbbbb,xxxoxo,oooxxb,bbbbbb,5
bbbbbb,xobbbb,obbbbb,xbbbbb,xxxoxo,oooxxo,xbbbbb,3
bbbbbb,xoxbbb,obbbbb,xobbbb,xxxoxo,oooxxo,xbbbbb,1
bbbbbb,xoxobb,obbbbb,xoxbbb,xxxoxo,oooxxo,xbbbbb,3
bbbbbb,xoxobb,obbbbb,xoxoxb,xxxoxo,oooxxo,xbbbbb,0
oxbbbb,xoxobb,obbbbb,xoxoxb,xxxoxo,oooxxo,xbbbbb,3
oxbbbb,xoxobb,obbbbb,xoxoxo,xxxoxo,oooxxo,xxbbbb,6
oxbbbb,xoxoxb,obbbbb,xoxoxo,xxxoxo,oooxxo,xxobbb,0
oxoxbb,xoxoxb,obbbbb,xoxoxo,xxxoxo,oooxxo,xxobbb,0
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,4
bbbbbb,bbbbbb,bbbbbb,bbbbbb,obbbbb,bbbbbb,xxbbbb,5
bbbbbb,bbbbbb,bbbbbb,bbbbbb,obbbbb,obbbbb,xxxbbb,6
bbbbbb,bbbbbb,xbbbbb,bbbbbb,obbbbb,obbbbb,xxxobb,6
bbbbbb,bbbbbb,xbbbbb,bbbbbb,obbbbb,oxbbbb,xxxoob,6
bbbbbb,bbbbbb,xbbbbb,bbbbbb,oxbbbb,oxbbbb,xxxooo,2
bbbbbb,bbbbbb,xobbbb,xbbbbb,oxbbbb,oxbbbb,xxxooo,3
xbbbbb,bbbbbb,xobbbb,xobbbb,oxbbbb,oxbbbb,xxxooo,1
xbbbbb,oxbbbb,xobbbb,xobbbb,oxbbbb,oxbbbb,xxxooo,4
xbbbbb,oxbbbb,xoxbbb,xobbbb,oxobbb,oxbbbb,xxxooo,5
xbbbbb,oxbbbb,xoxbbb,xobbbb,oxobbb,oxoxbb,xxxooo,2
xbbbbb,oxbbbb,xoxobb,xoxbbb,oxobbb,oxoxbb,xxxooo,3
xbbbbb,oxbbbb,xoxoxb,xoxobb,oxobbb,oxoxbb,xxxooo,2
xbbbbb,oxbbbb,xoxoxo,xoxoxb,oxobbb,oxoxbb,xxxooo,1
xbbbbb,oxobbb,xoxoxo,xoxoxb,oxobbb,oxoxxb,xxxooo,0
xobbbb,oxoxbb,xoxoxo,xoxoxb,oxobbb,oxoxxb,xxxooo,0
xoobbb,oxoxxb,xoxoxo,xoxoxb,oxobbb,oxoxxb,xxxooo,5
xoobbb,oxoxxx,xoxoxo,xoxoxb,oxobbb,oxoxxo,xxxooo,4
bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,0
obbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,0
oobbbb,xxbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,0
oooxbb,xxbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,0
oooxob,xxxbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,1
oooxob,xxxobb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,xbbbbb,3
oooxob,xxxobb,bbbbbb,xobbbb,xbbbbb,bbbbbb,xbbbbb,5
bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,2
bbbbbb,bbbbbb,obbbbb,xbbbbb,bbbbbb,bbbbbb,xbbbbb,5
bbbbbb,xbbbbb,obbbbb,xbbbbb,bbbbbb,obbbbb,xbbbbb,6
bbbbbb,xbbbbb,obbbbb,xxbbbb,bbbbbb,obbbbb,xobbbb,0
obbbbb,xbbbbb,obbbbb,xxxbbb,bbbbbb,obbbbb,xobbbb,3
obbbbb,xbbbbb,obbbbb,xxxoxb,bbbbbb,obbbbb,xobbbb,1
obbbbb,xobbbb,obbbbb,xxxoxx,bbbbbb,obbbbb,xobbbb,2
obbbbb,xobbbb,ooxbbb,xxxoxx,bbbbbb,obbbbb,xobbbb,2
obbbbb,xobbbb,ooxobb,xxxoxx,xbbbbb,obbbbb,xobbbb,2
obbbbb,xoxbbb,ooxoob,xxxoxx,xbbbbb,obbbbb,xobbbb,1
obbbbb,xoxobb,ooxoox,xxxoxx,xbbbbb,obbbbb,xobbbb,5
obbbbb,xoxobb,ooxoox,xxxoxx,xbbbbb,ooxbbb,xobbbb,5
obbbbb,xoxoxb,ooxoox,xxxoxx,xbbbbb,ooxobb,xobbbb,5
obbbbb,xoxoxx,ooxoox,xxxoxx,xbbbbb,ooxoob,xobbbb,5
oxbbbb,xoxoxx,ooxoox,xxxoxx,xbbbbb,ooxooo,xobbbb,0
oxoxbb,xoxoxx,ooxoox,xxxoxx,xbbbbb,ooxooo,xobbbb,6
oxoxbb,xoxoxx,ooxoox,xxxoxx,xbbbbb,ooxooo,xooxbb,4
bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,3
bbbbbb,xbbbbb,xbbbbb,obbbbb,bbbbbb,bbbbbb,bbbbbb,3
bbbbbb,xbbbbb,xbbbbb,oobbbb,xbbbbb,bbbbbb,bbbbbb,3
bbbbbb,xbbbbb,xbbbbb,oooxbb,xbbbbb,bbbbbb,bbbbbb,3
bbbbbb,xbbbbb,xxbbbb,oooxob,xbbbbb,bbbbbb,bbbbbb,3
bbbbbb,xbbbbb,xxxbbb,oooxoo,xbbbbb,bbbbbb,bbbbbb,2
bbbbbb,xxbbbb,xxxobb,oooxoo,xbbbbb,bbbbbb,bbbbbb,0
obbbbb,xxxbbb,xxxobb,oooxoo,xbbbbb,bbbbbb,bbbbbb,1
obbbbb,xxxobb,xxxobb,oooxoo,xxbbbb,bbbbbb,bbbbbb,4
obbbbb,xxxobb,xxxobb,oooxoo,xxoxbb,bbbbbb,bbbbbb,4
obbbbb,xxxoxb,xxxobb,oooxoo,xxoxob,bbbbbb,bbbbbb,4
obbbbb,xxxoxb,xxxobb,oooxoo,xxoxoo,xbbbbb,bbbbbb,1
obbbbb,xxxoxo,xxxobb,oooxoo,xxoxoo,xbbbbb,xbbbbb,2
obbbbb,xxxoxo,xxxoox,oooxoo,xxoxoo,xbbbbb,xbbbbb,5
obbbbb,xxxoxo,xxxoox,oooxoo,xxoxoo,xoxbbb,xbbbbb,5
obbbbb,xxxoxo,xxxoox,oooxoo,xxoxoo,xoxoxb,xbbbbb,5
obbbbb,xxxoxo,xxxoox,oooxoo,xxoxoo,xoxoxo,xxbbbb,6
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,4
bbbbbb,bbbbbb,bbbbbb,xbbbbb,xobbbb,bbbbbb,bbbbbb,6
bbbbbb,bbbbbb,xbbbbb,xbbbbb,xobbbb,bbbbbb,obbbbb,1
bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,3
bbbbbb,bbbbbb,xbbbbb,obbbbb,xbbbbb,bbbbbb,bbbbbb,4
bbbbbb,bbbbbb,xbbbbb,obbbbb,xobbbb,xbbbbb,bbbbbb,6
bbbbbb,bbbbbb,xbbbbb,obbbbb,xoxbbb,xbbbbb,obbbbb,4
bbbbbb,bbbbbb,xbbbbb,obbbbb,xoxoxb,xbbbbb,obbbbb,4
bbbbbb,xbbbbb,xbbbbb,obbbbb,xoxoxo,xbbbbb,obbbbb,3
bbbbbb,xbbbbb,xbbbbb,oobbbb,xoxoxo,xxbbbb,obbbbb,1
bbbbbb,xobbbb,xxbbbb,oobbbb,xoxoxo,xxbbbb,obbbbb,3
bbbbbb,xobbbb,xxbbbb,oooxbb,xoxoxo,xxbbbb,obbbbb,2
bbbbbb,xobbbb,xxobbb,oooxbb,xoxoxo,xxxbbb,obbbbb,5
bbbbbb,xobbbb,xxoxbb,oooxbb,xoxoxo,xxxobb,obbbbb,2
bbbbbb,xobbbb,xxoxox,oooxbb,xoxoxo,xxxobb,obbbbb,5
bbbbbb,xobbbb,xxoxox,oooxxb,xoxoxo,xxxoob,obbbbb,1
bbbbbb,xoobbb,xxoxox,oooxxx,xoxoxo,xxxoob,obbbbb,0
obbbbb,xooxbb,xxoxox,oooxxx,xoxoxo,xxxoob,obbbbb,5
obbbbb,xooxbb,xxoxox,oooxxx,xoxoxo,xxxooo,oxbbbb,1
obbbbb,xooxob,xxoxox,oooxxx,xoxoxo,xxxooo,oxxbbb,1
oxbbbb,xooxoo,xxoxox,oooxxx,xoxoxo,xxxooo,oxxbbb,0
xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,0
xobbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,5
xobbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xoxbbb,bbbbbb,4
xoxbbb,bbbbbb,bbbbbb,bbbbbb,obbbbb,xoxbbb,bbbbbb,5
xoxbbb,bbbbbb,bbbbbb,bbbbbb,obbbbb,xoxoxb,bbbbbb,5
xoxbbb,bbbbbb,bbbbbb,bbbbbb,oxbbbb,xoxoxo,bbbbbb,0
xoxoxb,bbbbbb,bbbbbb,bbbbbb,oxbbbb,xoxoxo,bbbbbb,0
xoxoxo,bbbbbb,bbbbbb,bbbbbb,oxxbbb,xoxoxo,bbbbbb,4
xoxoxo,bbbbbb,bbbbbb,bbbbbb,oxxoxb,xoxoxo,bbbbbb,6
xoxoxo,bbbbbb,bbbbbb,bbbbbb,oxxoxx,xoxoxo,obbbbb,1
xoxoxo,obbbbb,xbbbbb,bbbbbb,oxxoxx,xoxoxo,obbbbb,1
xoxoxo,ooxbbb,xbbbbb,bbbbbb,oxxoxx,xoxoxo,obbbbb,2
xoxoxo,ooxbbb,xobbbb,bbbbbb,oxxoxx,xoxoxo,oxbbbb,3
xoxoxo,ooxbbb,xobbbb,obbbbb,oxxoxx,xoxoxo,oxxbbb,3
bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,2
bbbbbb,bbbbbb,obbbbb,xbbbbb,bbbbbb,bbbbbb,xbbbbb,3
bbbbbb,bbbbbb,obbbbb,xobbbb,xbbbbb,bbbbbb,xbbbbb,5
bbbbbb,bbbbbb,obbbbb,xobbbb,xbbbbb,oxbbbb,xbbbbb,2
bbbbbb,bbbbbb,ooxbbb,xobbbb,xbbbbb,oxbbbb,xbbbbb,4
bbbbbb,bbbbbb,ooxbbb,xobbbb,xoxbbb,oxbbbb,xbbbbb,1
bbbbbb,oxbbbb,ooxbbb,xobbbb,xoxbbb,oxbbbb,xbbbbb,5
bbbbbb,oxbbbb,ooxbbb,xoxbbb,xoxbbb,oxobbb,xbbbbb,1
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,2
bbbbbb,bbbbbb,obbbbb,bbbbbb,xbbbbb,bbbbbb,xbbbbb,4
bbbbbb,bbbbbb,obbbbb,xbbbbb,xobbbb,bbbbbb,xbbbbb,5
bbbbbb,xbbbbb,obbbbb,xbbbbb,xobbbb,obbbbb,xbbbbb,3
bbbbbb,xxbbbb,obbbbb,xobbbb,xobbbb,obbbbb,xbbbbb,5
bbbbbb,xxbbbb,oxbbbb,xobbbb,xobbbb,oobbbb,xbbbbb,6
xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,0
xobbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,2
xobbbb,bbbbbb,obbbbb,xbbbbb,bbbbbb,bbbbbb,xbbbbb,5
xobbbb,bbbbbb,obbbbb,xbbbbb,bbbbbb,oxbbbb,xbbbbb,1
xoxbbb,obbbbb,obbbbb,xbbbbb,bbbbbb,oxbbbb,xbbbbb,0
xoxoxb,obbbbb,obbbbb,xbbbbb,bbbbbb,oxbbbb,xbbbbb,0
xoxoxo,obbbbb,obbbbb,xbbbbb,bbbbbb,oxbbbb,xxbbbb,5
xoxoxo,obbbbb,obbbbb,xbbbbb,bbbbbb,oxobbb,xxxbbb,6
xoxoxo,obbbbb,obbbbb,xxbbbb,bbbbbb,oxobbb,xxxobb,5
xoxoxo,obbbbb,obbbbb,xxxbbb,bbbbbb,oxoobb,xxxobb,3
xoxoxo,obbbbb,obbbbb,xxxobb,xbbbbb,oxoobb,xxxobb,4
xoxoxo,obbbbb,obbbbb,xxxobb,xobbbb,oxooxb,xxxobb,5
xoxoxo,obbbbb,oxbbbb,xxxobb,xobbbb,oxooxo,xxxobb,2
xoxoxo,obbbbb,oxobbb,xxxoxb,xobbbb,oxooxo,xxxobb,1
xoxoxo,oobbbb,oxobbb,xxxoxx,xobbbb,oxooxo,xxxobb,2
xoxoxo,oobbbb,oxoobb,xxxoxx,xobbbb,oxooxo,xxxoxb,6
xoxoxo,oobbbb,oxooxb,xxxoxx,xobbbb,oxooxo,xxxoxo,2
xoxoxo,ooxbbb,oxooxo,xxxoxx,xobbbb,oxooxo,xxxoxo,1
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,0
obbbbb,bbbbbb,bbbbbb,bbbbbb,xxbbbb,bbbbbb,bbbbbb,2
obbbbb,bbbbbb,obbbbb,bbbbbb,xxxbbb,bbbbbb,bbbbbb,4
obbbbb,bbbbbb,obbbbb,bbbbbb,xxxoxb,bbbbbb,bbbbbb,3
obbbbb,xbbbbb,obbbbb,obbbbb,xxxoxb,bbbbbb,bbbbbb,4
obbbbb,xbbbbb,oxbbbb,obbbbb,xxxoxo,bbbbbb,bbbbbb,2
obbbbb,xbbbbb,oxobbb,oxbbbb,xxxoxo,bbbbbb,bbbbbb,1
obbbbb,xobbbb,oxobbb,oxbbbb,xxxoxo,xbbbbb,bbbbbb,5
obbbbb,xoxbbb,oxobbb,oxbbbb,xxxoxo,xobbbb,bbbbbb,3
obbbbb,xoxbbb,oxobbb,oxoxbb,xxxoxo,xobbbb,bbbbbb,3
obbbbb,xoxbbb,oxobbb,oxoxox,xxxoxo,xobbbb,bbbbbb,5
obbbbb,xoxbbb,oxobbb,oxoxox,xxxoxo,xooxbb,bbbbbb,2
oxbbbb,xoxbbb,oxoobb,oxoxox,xxxoxo,xooxbb,bbbbbb,2
oxbbbb,xoxbbb,oxooox,oxoxox,xxxoxo,xooxbb,bbbbbb,0
oxoxbb,xoxbbb,oxooox,oxoxox,xxxoxo,xooxbb,bbbbbb,0
oxoxob,xoxbbb,oxooox,oxoxox,xxxoxo,xooxxb,bbbbbb,0
oxoxoo,xoxbbb,oxooox,oxoxox,xxxoxo,xooxxb,xbbbbb,6
bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,0
obbbbb,xxbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,4
obbbbb,xxxbbb,bbbbbb,bbbbbb,obbbbb,bbbbbb,bbbbbb,1
obbbbb,xxxoxb,bbbbbb,bbbbbb,obbbbb,bbbbbb,bbbbbb,1
obbbbb,xxxoxo,bbbbbb,bbbbbb,obbbbb,xbbbbb,bbbbbb,6
obbbbb,xxxoxo,bbbbbb,bbbbbb,obbbbb,xbbbbb,oxbbbb,0
oobbbb,xxxoxo,xbbbbb,bbbbbb,obbbbb,xbbbbb,oxbbbb,0
oooxbb,xxxoxo,xbbbbb,bbbbbb,obbbbb,xbbbbb,oxbbbb,3
oooxxb,xxxoxo,xbbbbb,obbbbb,obbbbb,xbbbbb,oxbbbb,3
oooxxb,xxxoxo,xbbbbb,oobbbb,obbbbb,xbbbbb,oxxbbb,2
oooxxb,xxxoxo,xoxbbb,oobbbb,obbbbb,xbbbbb,oxxbbb,5
oooxxb,xxxoxo,xoxbbb,oobbbb,oxbbbb,xobbbb,oxxbbb,3
oooxxb,xxxoxo,xoxbbb,oooxbb,oxbbbb,xobbbb,oxxbbb,0
oooxxo,xxxoxo,xoxbbb,oooxbb,oxbbbb,xobbbb,oxxxbb,6
oooxxo,xxxoxo,xoxbbb,oooxxb,oxbbbb,xobbbb,oxxxob,5
oooxxo,xxxoxo,xoxbbb,oooxxb,oxbbbb,xooxbb,oxxxob,5
oooxxo,xxxoxo,xoxbbb,oooxxx,oxbbbb,xooxob,oxxxob,5
oooxxo,xxxoxo,xoxbbb,oooxxx,oxbbbb,xooxoo,oxxxox,4
bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,3
bbbbbb,bbbbbb,xbbbbb,obbbbb,bbbbbb,bbbbbb,xbbbbb,2
bbbbbb,xbbbbb,xobbbb,obbbbb,bbbbbb,bbbbbb,xbbbbb,2
bbbbbb,xbbbbb,xoobbb,obbbbb,bbbbbb,xbbbbb,xbbbbb,2
bbbbbb,xbbbbb,xoooxb,obbbbb,bbbbbb,xbbbbb,xbbbbb,2
bbbbbb,xbbbbb,xoooxo,obbbbb,bbbbbb,xbbbbb,xxbbbb,3
bbbbbb,xbbbbb,xoooxo,oobbbb,bbbbbb,xbbbbb,xxxbbb,6
bbbbbb,xbbbbb,xoooxo,oobbbb,bbbbbb,xxbbbb,xxxobb,3
bbbbbb,xbbbbb,xoooxo,oooxbb,bbbbbb,xxbbbb,xxxobb,1
bbbbbb,xobbbb,xoooxo,oooxbb,bbbbbb,xxxbbb,xxxobb,5
bbbbbb,xobbbb,xoooxo,oooxxb,bbbbbb,xxxobb,xxxobb,0
oxbbbb,xobbbb,xoooxo,oooxxb,bbbbbb,xxxobb,xxxobb,1
oxbbbb,xoobbb,xoooxo,oooxxb,bbbbbb,xxxoxb,xxxobb,0
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,4
xbbbbb,bbbbbb,bbbbbb,bbbbbb,obbbbb,xbbbbb,bbbbbb,3
xbbbbb,bbbbbb,bbbbbb,obbbbb,oxbbbb,xbbbbb,bbbbbb,2
xbbbbb,xbbbbb,obbbbb,obbbbb,oxbbbb,xbbbbb,bbbbbb,3
xbbbbb,xbbbbb,oxbbbb,oobbbb,oxbbbb,xbbbbb,bbbbbb,3
xbbbbb,xbbbbb,oxbbbb,oooxbb,oxbbbb,xbbbbb,bbbbbb,3
xbbbbb,xxbbbb,oxbbbb,oooxob,oxbbbb,xbbbbb,bbbbbb,2
xbbbbb,xxbbbb,oxoxbb,oooxob,oxbbbb,xbbbbb,bbbbbb,1
xbbbbb,xxobbb,oxoxbb,oooxob,oxxbbb,xbbbbb,bbbbbb,1
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,6
bbbbbb,bbbbbb,bbbbbb,xbbbbb,xbbbbb,bbbbbb,obbbbb,4
bbbbbb,bbbbbb,xbbbbb,xbbbbb,xobbbb,bbbbbb,obbbbb,5
bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,6
xbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,obbbbb,2
xbbbbb,xbbbbb,obbbbb,bbbbbb,bbbbbb,xbbbbb,obbbbb,4
xbbbbb,xbbbbb,obbbbb,xbbbbb,obbbbb,xbbbbb,obbbbb,3
xbbbbb,xxbbbb,obbbbb,xobbbb,obbbbb,xbbbbb,obbbbb,4
xbbbbb,xxxbbb,obbbbb,xobbbb,oobbbb,xbbbbb,obbbbb,1
xbbbbb,xxxoxb,obbbbb,xobbbb,oobbbb,xbbbbb,obbbbb,5
xbbbbb,xxxoxb,obbbbb,xobbbb,oobbbb,xobbbb,oxbbbb,2
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,3
bbbbbb,xbbbbb,bbbbbb,obbbbb,bbbbbb,xbbbbb,bbbbbb,6
bbbbbb,xbbbbb,bbbbbb,obbbbb,bbbbbb,xbbbbb,oxbbbb,0
obbbbb,xbbbbb,bbbbbb,oxbbbb,bbbbbb,xbbbbb,oxbbbb,5
obbbbb,xbbbbb,xbbbbb,oxbbbb,bbbbbb,xobbbb,oxbbbb,0
oobbbb,xbbbbb,xbbbbb,oxbbbb,bbbbbb,xoxbbb,oxbbbb,0
oooxbb,xbbbbb,xbbbbb,oxbbbb,bbbbbb,xoxbbb,oxbbbb,0
oooxox,xbbbbb,xbbbbb,oxbbbb,bbbbbb,xoxbbb,oxbbbb,5
oooxox,xbbbbb,xbbbbb,oxbbbb,bbbbbb,xoxoxb,oxbbbb,5
oooxox,xbbbbb,xbbbbb,oxbbbb,bbbbbb,xoxoxo,oxxbbb,6
oooxox,xbbbbb,xbbbbb,oxbbbb,bbbbbb,xoxoxo,oxxoxb,2
oooxox,xbbbbb,xobbbb,oxbbbb,bbbbbb,xoxoxo,oxxoxx,2
oooxox,xbbbbb,xooxbb,oxbbbb,bbbbbb,xoxoxo,oxxoxx,3
oooxox,xbbbbb,xooxbb,oxoxbb,bbbbbb,xoxoxo,oxxoxx,3
oooxox,xbbbbb,xooxbb,oxoxob,xbbbbb,xoxoxo,oxxoxx,3
oooxox,xbbbbb,xooxbb,oxoxoo,xxbbbb,xoxoxo,oxxoxx,2
oooxox,xbbbbb,xooxob,oxoxoo,xxxbbb,xoxoxo,oxxoxx,4
oooxox,xxbbbb,xooxob,oxoxoo,xxxobb,xoxoxo,oxxoxx,1
bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,5
